0.000000000000000000e+00	6.794395690382577513e-01	8.118407323985499247e-02	8.550773343642238677e-02
1.000000000000000000e+00	1.799686482960469736e-01	2.285723469993446444e-01	2.530805422626314360e-01
2.000000000000000000e+00	3.472925628388759400e-01	1.878593367678076664e-01	2.004737364638826125e-01
3.000000000000000000e+00	1.843005601806676219e-01	2.349789717171952286e-01	2.559007127194083964e-01
4.000000000000000000e+00	3.765336735898570236e-02	3.109184868657313139e-01	3.129157518184420561e-01
5.000000000000000000e+00	1.286575076051392486e-01	2.660856166924842614e-01	2.816651247713536921e-01
6.000000000000000000e+00	1.710599010677842785e-02	3.125679431042959200e-01	3.251650212001742646e-01
7.000000000000000000e+00	4.816273903515462139e-04	3.280324439089580824e-01	3.212920193077258291e-01
8.000000000000000000e+00	6.474935534508143020e-02	3.017065813245821126e-01	3.053027678936431899e-01
9.000000000000000000e+00	1.647683785522777514e-02	3.181107983732832656e-01	3.199808394139437295e-01
1.000000000000000000e+01	1.360766025452737546e-02	3.198421178070804394e-01	3.178284973286373272e-01
