0.000000000000000000e+00	1.001939063927112628e+00	0.000000000000000000e+00	2.824685440719038761e-05	3.218799274396588566e-05
2.000000000000000000e+00	1.000550018075430980e+00	0.000000000000000000e+00	6.563295134902134408e-04	7.155002333618017693e-04
4.000000000000000000e+00	9.958837965805648063e-01	0.000000000000000000e+00	2.819180398322796745e-03	3.066647077665091408e-03
6.000000000000000000e+00	9.854696719679190142e-01	0.000000000000000000e+00	7.655624049364753367e-03	8.528100365803207433e-03
8.000000000000000000e+00	9.436248556425790301e-01	0.000000000000000000e+00	2.823685134392396948e-02	3.143681846390355972e-02
1.000000000000000000e+01	8.824969102504283125e-01	0.000000000000000000e+00	6.324867701011634147e-02	6.973521738497499844e-02
1.200000000000000000e+01	7.577115756594400287e-01	0.000000000000000000e+00	1.468036578738089737e-01	1.642174671669326402e-01
1.400000000000000000e+01	6.289187345258253625e-01	0.000000000000000000e+00	2.555571442045768138e-01	2.782722983033997233e-01
1.600000000000000000e+01	5.060624734398724289e-01	0.000000000000000000e+00	3.661548646126463469e-01	4.002876780164166814e-01
1.800000000000000000e+01	4.113269819195309873e-01	0.000000000000000000e+00	4.633674298661567548e-01	4.991023595287648607e-01
2.000000000000000000e+01	3.480380066700529129e-01	0.000000000000000000e+00	5.296740044395981117e-01	5.632655207572245804e-01
2.200000000000000000e+01	2.928266494579332968e-01	0.000000000000000000e+00	5.873136452808689345e-01	6.301820070343949753e-01
2.400000000000000000e+01	2.526099635837293356e-01	0.000000000000000000e+00	6.287249697962831174e-01	6.682632355043651717e-01
2.600000000000000000e+01	1.976606938845556494e-01	0.000000000000000000e+00	6.869068168343418490e-01	7.344611466328975213e-01
2.800000000000000000e+01	1.667372988061133765e-01	0.000000000000000000e+00	7.215514282979357263e-01	7.625773763625307566e-01
3.000000000000000000e+01	1.389692899125557490e-01	0.000000000000000000e+00	7.551781635757873756e-01	7.978431060399500119e-01
3.200000000000000000e+01	1.123781567046567148e-01	0.000000000000000000e+00	7.832419885488299816e-01	8.260781851546428189e-01
3.400000000000000000e+01	9.433504282445775990e-02	0.000000000000000000e+00	8.028268442984144437e-01	8.439621742879204191e-01
3.600000000000000000e+01	8.585834702598532653e-02	0.000000000000000000e+00	8.199378601369702313e-01	8.506284851179630735e-01
3.800000000000000000e+01	7.641061233237531058e-02	0.000000000000000000e+00	8.321120844627287738e-01	8.722386493613211167e-01
4.000000000000000000e+01	6.579119110642867030e-02	0.000000000000000000e+00	8.450680626880922031e-01	8.836508601468974211e-01
4.200000000000000000e+01	6.076880492627941693e-02	0.000000000000000000e+00	8.544159892934362066e-01	8.921828745261635163e-01
4.400000000000000000e+01	5.613597531157205056e-02	0.000000000000000000e+00	8.625805003929466475e-01	8.987439378477863894e-01
4.600000000000000000e+01	4.721208448748868275e-02	0.000000000000000000e+00	8.767700167489446139e-01	9.091110277786000893e-01
4.800000000000000000e+01	4.269765192791262487e-02	0.000000000000000000e+00	8.874726364174302384e-01	9.167338796518059718e-01
5.000000000000000000e+01	3.862619893505096075e-02	0.000000000000000000e+00	8.925908916709499596e-01	9.312027800220770146e-01
