1.000000000000000000e+00	1.452368363169613819e-01	0.000000000000000000e+00	7.677877075787933325e-01	7.827028487401432866e-01
2.000000000000000000e+00	4.249846774487468781e-03	0.000000000000000000e+00	9.883715967341790698e-01	9.857603404668745517e-01
3.000000000000000000e+00	1.297014369567168948e-03	0.000000000000000000e+00	9.919482592267790944e-01	1.003689620560680229e+00
4.000000000000000000e+00	4.895554509012306574e-04	0.000000000000000000e+00	1.001462830963582906e+00	1.008582511932094583e+00
5.000000000000000000e+00	7.299760140598262389e-04	0.000000000000000000e+00	9.874335745167606149e-01	9.933237500929376074e-01
6.000000000000000000e+00	1.612428910198710624e-03	0.000000000000000000e+00	9.857676100211858472e-01	9.905704483817633355e-01
7.000000000000000000e+00	1.594621343334705994e-03	0.000000000000000000e+00	9.931895278876810007e-01	1.001055168257151129e+00
8.000000000000000000e+00	1.075990528047687149e-03	0.000000000000000000e+00	9.919494513272961722e-01	1.002074721114353695e+00
9.000000000000000000e+00	9.998546350204484418e-04	0.000000000000000000e+00	9.970864816999638336e-01	1.005093960504706896e+00
1.000000000000000000e+01	1.018011747447261509e-03	0.000000000000000000e+00	9.919361422595244226e-01	9.935818247568320993e-01
1.100000000000000000e+01	1.188015938803496695e-03	0.000000000000000000e+00	1.006754444450935537e+00	1.008655806251846032e+00
1.200000000000000000e+01	1.001971509985647617e-03	0.000000000000000000e+00	9.907893078221748917e-01	9.943353756122232934e-01
1.300000000000000000e+01	5.164565657296904056e-04	0.000000000000000000e+00	1.004105839016691037e+00	1.008948551687131934e+00
1.400000000000000000e+01	1.102940288413681563e-03	0.000000000000000000e+00	1.007326589603919853e+00	1.008144730840017100e+00
1.500000000000000000e+01	1.044721251152563347e-03	0.000000000000000000e+00	9.854792929170133053e-01	9.851532739838561037e-01
1.600000000000000000e+01	1.044311210641841884e-03	0.000000000000000000e+00	9.922979451499138737e-01	1.007033422782535714e+00
1.700000000000000000e+01	1.619045685272768598e-03	0.000000000000000000e+00	1.002492180632930996e+00	1.009242495485926483e+00
1.800000000000000000e+01	6.827006388267863437e-04	0.000000000000000000e+00	9.884077862638008805e-01	9.891503927828591003e-01
1.900000000000000000e+01	8.532169518660001487e-04	0.000000000000000000e+00	1.009171412587355654e+00	1.027161448741328753e+00
2.000000000000000000e+01	6.703326045601166409e-04	0.000000000000000000e+00	9.986118323130745988e-01	9.923539276574203649e-01
